기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2022,4,A,골목상권,2110935,한전아트센터,20312,15954,4358,47,3699,7326,4955,3496,789,19,2201,5852,4154,3079,649,28,1498,1474,801,417,140
2022,4,A,골목상권,2110934,우면주공아파트,3248,1908,1340,6,549,981,879,631,202,5,199,529,564,460,151,1,350,452,315,171,51
2022,4,A,골목상권,2110933,한국상담대학원대학교,6457,3774,2683,19,1551,1930,1522,1006,429,6,610,1213,1030,624,291,13,941,717,492,382,138
2022,4,A,골목상권,2110932,서울시인재개발원,6066,3421,2645,20,1419,1827,1388,942,470,6,486,1071,936,597,325,14,933,756,452,345,145
2022,4,A,골목상권,2110931,삼성전자서울R&D(서울우면초등학교),1471,770,701,0,273,440,390,329,39,0,89,178,228,248,27,0,184,262,162,81,12
2022,4,A,골목상권,2110930,서초동성당,40185,22492,17693,64,7459,10413,9292,10954,2003,36,2906,5657,4975,7438,1480,28,4553,4756,4317,3516,523
2022,4,A,골목상권,2110929,남부터미널역 1번,40801,22975,17826,94,8567,10227,8785,10521,2607,29,2961,5530,5108,7404,1943,65,5606,4697,3677,3117,664
2022,4,A,골목상권,2110928,서초우방유쉘아파트,14636,8308,6328,79,2911,3987,3610,2696,1353,42,1209,2357,2220,1538,942,37,1702,1630,1390,1158,411
2022,4,A,골목상권,2110927,잠원역,5195,2975,2220,14,1049,1543,1215,847,527,5,440,957,806,467,300,9,609,586,409,380,227
2022,4,A,골목상권,2110926,신중초등학교,20711,15020,5691,29,2823,6720,5736,3692,1711,13,1488,4871,4651,2834,1163,16,1335,1849,1085,858,548
2022,4,A,골목상권,2110925,서초중학교,9296,5492,3804,52,1961,2662,2169,1374,1078,25,798,1591,1465,898,715,27,1163,1071,704,476,363
2022,4,A,골목상권,2110924,반포4동주민센터(몽마르뜨공원),83099,74961,8138,37,8203,17350,22275,32239,2995,19,6505,14740,20038,31075,2584,18,1698,2610,2237,1164,411
2022,4,A,골목상권,2110923,방배역 1번,8904,5663,3241,101,1440,2646,2283,1421,1013,32,731,1526,1586,1012,776,69,709,1120,697,409,237
2022,4,A,골목상권,2110922,내방역 1번,16882,11227,5655,77,3284,5206,4097,3133,1085,58,1557,3103,3051,2630,828,19,1727,2103,1046,503,257
2022,4,A,골목상권,2110921,서울프랑스학교,83562,76383,7179,44,8142,17368,22255,32750,3003,26,6585,15123,20344,31698,2607,18,1557,2245,1911,1052,396
2022,4,A,골목상권,2110920,방배역 2번(백석예술대학교),9972,5994,3978,105,1806,2901,2264,1609,1287,29,832,1640,1444,1069,980,76,974,1261,820,540,307
2022,4,A,골목상권,2110919,내방역 8번,23026,14891,8135,70,3979,7139,6333,3943,1562,37,1696,4093,4651,3200,1214,33,2283,3046,1682,743,348
2022,4,A,골목상권,2110918,방배역 3번,10816,7193,3623,65,2219,3056,2465,1686,1325,48,1253,2103,1744,1060,985,17,966,953,721,626,340
2022,4,A,골목상권,2110917,서초소방서,12422,9657,2765,29,1384,3372,3553,3049,1035,18,855,2598,2947,2472,767,11,529,774,606,577,268
2022,4,A,골목상권,2110916,내방역 4번,11774,7659,4115,75,2322,3382,2734,1833,1428,62,1295,2295,1844,1148,1015,13,1027,1087,890,685,413
2022,4,A,골목상권,2110915,서래초등학교,94789,82594,12195,60,11017,20797,25059,34620,3236,23,7412,16877,22213,33205,2864,37,3605,3920,2846,1415,372
2022,4,A,골목상권,2110914,내방역 6번,7659,4955,2704,25,1383,2047,1723,1397,1084,13,683,1314,1154,948,843,12,700,733,569,449,241
2022,4,A,골목상권,2110913,방현초등학교(방배119안전센터),13661,7814,5847,27,2260,4039,3860,2228,1247,6,966,2297,2227,1448,870,21,1294,1742,1633,780,377
2022,4,A,골목상권,2110912,방배동사이길,15348,9117,6231,40,3489,4414,3802,2689,914,11,1112,2520,2641,2084,749,29,2377,1894,1161,605,165
2022,4,A,골목상권,2110911,방배배수지체육공원,9356,5053,4303,21,1411,2855,2730,1512,827,7,554,1540,1393,987,572,14,857,1315,1337,525,255
2022,4,A,골목상권,2110910,내방역 5번,8226,4933,3293,29,1467,1910,1854,1558,1408,18,612,1121,1123,986,1073,11,855,789,731,572,335
2022,4,A,골목상권,2110909,남태령역(서울전자고등학교),980,650,330,3,37,95,211,424,210,3,11,56,137,285,158,0,26,39,74,139,52
2022,4,A,골목상권,2110908,구반포역,10206,5558,4648,82,1769,2563,2691,2291,810,77,764,1411,1582,1201,523,5,1005,1152,1109,1090,287
2022,4,A,골목상권,2110907,방배초등학교,9463,5322,4141,34,1449,1969,2194,2016,1801,18,591,1121,1241,1097,1254,16,858,848,953,919,547
2022,4,A,골목상권,2110906,서문여고,12830,5897,6933,22,2398,3237,3851,2269,1053,7,757,1390,1825,1223,695,15,1641,1847,2026,1046,358
2022,4,A,골목상권,2110905,방배노인종합복지관(이수중학교),7088,3248,3840,14,1430,1975,1825,1194,650,2,492,840,856,644,414,12,938,1135,969,550,236
2022,4,A,골목상권,2110904,이수역 5번,8769,3652,5117,28,1705,2258,2104,1550,1124,11,568,901,855,658,659,17,1137,1357,1249,892,465
2022,4,A,골목상권,2110903,방배아이파크아파트,17572,8950,8622,21,2787,4332,4867,3195,2370,8,911,1898,2409,1828,1896,13,1876,2434,2458,1367,474
2022,4,A,골목상권,2110902,사당역 4번,5046,3244,1802,7,832,1231,1323,951,702,5,434,787,876,621,521,2,398,444,447,330,181
2022,4,A,골목상권,2110901,인헌고등학교(인헌중학교),2102,1093,1009,7,323,545,600,405,222,4,150,278,296,187,178,3,173,267,304,218,44
2022,4,A,골목상권,2110900,낙성대역 1번(관악구민 종합체육센터),5205,3133,2072,15,1042,1513,1190,800,645,7,483,957,724,463,499,8,559,556,466,337,146
2022,4,A,골목상권,2110899,낙성대역 5번(관악중학교),4750,3171,1579,19,928,1383,1072,761,587,11,469,968,738,513,472,8,459,415,334,248,115
2022,4,A,골목상권,2110898,청림동주민센터(상도중학교),3450,1948,1502,3,505,1104,1104,537,197,2,228,621,634,318,145,1,277,483,470,219,52
2022,4,A,골목상권,2110897,서울대입구역 8번,3920,2161,1759,18,646,860,915,882,599,10,268,453,509,503,418,8,378,407,406,379,181
2022,4,A,골목상권,2110896,관악우성아파트,799,291,508,4,114,127,193,218,143,3,40,45,67,80,56,1,74,82,126,138,87
2022,4,A,골목상권,2110895,샤로수길,10222,6144,4078,27,1727,3006,2245,2098,1119,14,783,1749,1342,1397,859,13,944,1257,903,701,260
2022,4,A,골목상권,2110894,관악동부센트레빌아파트(은천로35라길),7336,2753,4583,54,1023,1249,1644,2245,1121,30,476,663,753,603,228,24,547,586,891,1642,893
2022,4,A,골목상권,2110893,관악소방서(문영여고),1875,1446,429,2,350,573,417,435,98,1,241,446,313,364,81,1,109,127,104,71,17
2022,4,A,골목상권,2110892,관악구 중앙길,4838,2402,2436,12,705,953,1155,1126,887,7,243,435,562,631,524,5,462,518,593,495,363
2022,4,A,골목상권,2110891,구암초등학교,1510,676,834,1,244,400,465,274,126,0,74,176,222,137,67,1,170,224,243,137,59
2022,4,A,골목상권,2110890,봉천역 1번(관악초등학교),2594,1111,1483,7,502,694,561,417,413,3,119,262,264,217,246,4,383,432,297,200,167
2022,4,A,골목상권,2110889,봉천역 6번,2545,1344,1201,2,320,470,540,632,581,1,129,231,296,373,314,1,191,239,244,259,267
2022,4,A,골목상권,2110888,청룡동주민센터,2099,907,1192,4,408,600,515,327,245,0,86,215,246,182,178,4,322,385,269,145,67
2022,4,A,골목상권,2110887,서울산업정보학교(서울삼성초등학교),1523,976,547,3,160,328,383,455,194,1,58,159,255,349,154,2,102,169,128,106,40
2022,4,A,골목상권,2110886,관악해태어린이공원,1665,1062,603,3,148,265,453,511,285,1,57,128,278,370,228,2,91,137,175,141,57
2022,4,A,골목상권,2110885,영락고등학교,1893,1032,861,8,261,357,479,409,379,2,125,180,245,234,246,6,136,177,234,175,133
2022,4,A,골목상권,2110884,봉천역 4번(봉천110안전센터),4024,1687,2337,16,619,799,866,1104,620,3,163,358,395,397,371,13,456,441,471,707,249
2022,4,A,골목상권,2110883,은천초등학교(은천교앞),3528,1525,2003,18,494,684,812,1011,509,3,133,308,387,360,334,15,361,376,425,651,175
2022,4,A,골목상권,2110882,신성초등학교,3420,2456,964,10,526,699,935,786,464,2,341,512,686,592,323,8,185,187,249,194,141
2022,4,A,골목상권,2110881,구립대학경로당(관악산샘말공원),3797,2632,1165,10,521,941,1074,882,369,3,294,607,786,658,284,7,227,334,288,224,85
2022,4,A,골목상권,2110880,신림역 1번,2278,911,1367,4,518,556,461,452,287,1,128,213,230,166,173,3,390,343,231,286,114
2022,4,A,골목상권,2110879,신림현대아파트,1503,793,710,7,249,266,356,320,305,1,112,137,184,178,181,6,137,129,172,142,124
2022,4,A,골목상권,2110878,미림여고,760,404,356,6,82,201,203,172,96,1,25,95,123,91,69,5,57,106,80,81,27
2022,4,A,골목상권,2110877,신림역 8번,3894,1878,2016,7,700,826,840,835,686,3,217,354,438,393,473,4,483,472,402,442,213
2022,4,A,골목상권,2110876,서원동주민센터(신관중학교),2115,996,1119,9,238,350,386,523,609,1,98,176,204,211,306,8,140,174,182,312,303
2022,4,A,골목상권,2110875,보라매동주민센터(당곡고등학교),1363,723,640,3,157,282,311,338,272,1,67,137,153,175,190,2,90,145,158,163,82
2022,4,A,골목상권,2110874,원신초등학교(구세군관악영문교회),1118,557,561,8,124,254,308,281,143,2,31,106,166,149,103,6,93,148,142,132,40
2022,4,A,골목상권,2110873,당곡중학교,3337,1850,1487,9,500,680,793,702,653,5,233,361,440,359,452,4,267,319,353,343,201
2022,4,A,골목상권,2110872,신림초등학교,930,502,428,5,122,218,227,219,139,3,61,122,131,115,70,2,61,96,96,104,69
2022,4,A,골목상권,2110871,신원동주민센터,1612,855,757,5,156,282,321,377,471,0,73,153,184,186,259,5,83,129,137,191,212
2022,4,A,골목상권,2110870,신림주공2단지(광신고등학교),1141,670,471,2,115,187,305,328,204,0,57,100,158,196,159,2,58,87,147,132,45
2022,4,A,골목상권,2110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",4076,2363,1713,5,448,899,1044,811,869,3,183,488,584,482,623,2,265,411,460,329,246
2022,4,A,골목상권,2110868,남부초등학교,2177,1250,927,6,230,384,451,528,578,2,123,247,247,289,342,4,107,137,204,239,236
2022,4,A,골목상권,2110867,국제신학대학원대학교(남서울중학교),2153,1276,877,6,202,394,446,534,571,1,116,254,260,305,340,5,86,140,186,229,231
2022,4,A,골목상권,2110866,난우중학교,1349,680,669,0,156,268,351,372,202,0,54,119,161,198,148,0,102,149,190,174,54
2022,4,A,골목상권,2110865,남강고등학교(남강중학교),1484,757,727,10,165,277,355,427,250,7,75,151,179,198,147,3,90,126,176,229,103
2022,4,A,골목상권,2110864,신림우방아파트,3375,2463,912,2,520,914,1049,663,227,2,254,676,843,528,160,0,266,238,206,135,67
2022,4,A,골목상권,2110863,난우초등학교,1442,710,732,21,172,297,310,390,252,16,69,135,139,194,157,5,103,162,171,196,95
2022,4,A,골목상권,2110862,난곡초등학교(난곡동벽화마을),1010,522,488,6,119,185,246,257,197,4,51,89,116,122,140,2,68,96,130,135,57
2022,4,A,골목상권,2110861,관악구신사동주민센터,5342,3589,1753,7,791,1451,1510,1080,503,5,372,999,1127,747,339,2,419,452,383,333,164
2022,4,A,골목상권,2110860,호림박물관(성보고등학교),2271,1322,949,6,331,597,540,529,268,2,143,327,328,314,208,4,188,270,212,215,60
2022,4,A,골목상권,2110859,난향초등학교,670,335,335,1,62,132,182,148,145,0,6,55,76,79,119,1,56,77,106,69,26
2022,4,A,골목상권,2110858,신대방역 1번,2937,2211,726,0,458,834,956,538,151,0,224,640,808,434,105,0,234,194,148,104,46
2022,4,A,골목상권,2110857,미성동주민센터,1420,669,751,18,192,290,315,355,250,13,86,141,143,141,145,5,106,149,172,214,105
2022,4,A,골목상권,2110856,미성초등학교,5509,3786,1723,18,482,944,1029,1026,2010,13,244,557,635,596,1741,5,238,387,394,430,269
2022,4,A,골목상권,2110855,신대방역 2번,7238,5206,2032,7,1079,1599,1673,1188,1692,3,461,1082,1234,877,1549,4,618,517,439,311,143
2022,4,A,골목상권,2110854,조원동주민센터,4035,2937,1098,4,549,688,667,631,1496,2,252,444,407,434,1398,2,297,244,260,197,98
2022,4,A,골목상권,2110853,KT구로지사,3290,1991,1299,8,459,914,780,685,444,0,205,548,483,423,332,8,254,366,297,262,112
2022,4,A,골목상권,2110852,이수역 9번,3811,1920,1891,8,745,927,993,751,387,1,218,418,515,476,292,7,527,509,478,275,95
2022,4,A,골목상권,2110851,경문고등학교(동작동성당),4456,2067,2389,17,740,1150,1184,943,422,8,269,580,679,373,158,9,471,570,505,570,264
2022,4,A,골목상권,2110850,사당역 10번,10320,5639,4681,18,1880,2576,2671,1839,1336,7,705,1317,1483,1154,973,11,1175,1259,1188,685,363
2022,4,A,골목상권,2110849,이수역 10번,3768,1745,2023,10,433,701,854,817,953,3,153,309,390,345,545,7,280,392,464,472,408
2022,4,A,골목상권,2110848,양지어린이공원,3256,1724,1532,6,441,566,741,634,868,2,119,275,356,341,631,4,322,291,385,293,237
2022,4,A,골목상권,2110847,예술인마을,2530,1528,1002,4,338,589,673,515,411,3,154,331,385,307,348,1,184,258,288,208,63
2022,4,A,골목상권,2110846,남성역 1번,3630,1865,1765,7,330,623,941,836,893,4,126,281,402,423,629,3,204,342,539,413,264
2022,4,A,골목상권,2110845,사당종합체육관,2397,1431,966,1,354,627,650,552,213,0,148,356,441,330,156,1,206,271,209,222,57
2022,4,A,골목상권,2110844,흑석2치안센터,241,126,115,1,35,73,58,42,32,1,19,32,33,17,24,0,16,41,25,25,8
2022,4,A,골목상권,2110843,사당5동주민센터,1194,583,611,1,98,212,342,336,205,0,37,73,143,177,153,1,61,139,199,159,52
2022,4,A,골목상권,2110842,흑리단길,556,270,286,1,66,101,146,139,103,0,20,42,66,74,68,1,46,59,80,65,35
2022,4,A,골목상권,2110841,중대부중,674,354,320,1,103,154,161,163,92,0,51,94,81,73,55,1,52,60,80,90,37
2022,4,A,골목상권,2110840,중앙대학교,882,502,380,1,124,191,228,200,138,0,56,112,135,111,88,1,68,79,93,89,50
2022,4,A,골목상권,2110839,숭실대입구역 4번,3697,2231,1466,2,394,1053,1227,711,310,1,181,582,728,474,265,1,213,471,499,237,45
2022,4,A,골목상권,2110838,상도1동주민센터앞,1392,870,522,1,93,249,390,421,238,0,42,120,242,271,195,1,51,129,148,150,43
2022,4,A,골목상권,2110837,숭실대입구역 1번,8221,3493,4728,54,1030,1379,1902,2545,1311,29,523,747,944,810,440,25,507,632,958,1735,871
2022,4,A,골목상권,2110836,상도역 5번,5025,2807,2218,14,875,1350,1197,1030,559,3,367,761,710,615,351,11,508,589,487,415,208
2022,4,A,골목상권,2110835,상도역 1번,2038,1023,1015,7,367,582,498,390,194,2,128,317,279,178,119,5,239,265,219,212,75
2022,4,A,골목상권,2110834,동작구자원봉사센터,3162,1812,1350,14,353,723,846,740,486,11,174,415,515,413,284,3,179,308,331,327,202
2022,4,A,골목상권,2110833,상도역 2번,1715,864,851,7,261,455,433,361,198,2,97,247,248,166,104,5,164,208,185,195,94
2022,4,A,골목상권,2110832,노량진초등학교,5002,2714,2288,10,799,1411,1191,1071,520,2,412,703,650,640,307,8,387,708,541,431,213
2022,4,A,골목상권,2110831,상도4동주민센터,2239,1368,871,3,307,506,509,590,324,2,153,295,324,435,159,1,154,211,185,155,165
2022,4,A,골목상권,2110830,상도초등학교,1330,625,705,0,226,298,336,312,158,0,96,129,138,163,99,0,130,169,198,149,59
2022,4,A,골목상권,2110829,장승배기역 5번,2349,1304,1045,2,395,511,541,549,351,1,260,279,263,290,211,1,135,232,278,259,140
2022,4,A,골목상권,2110828,노량진역 6번,8869,5087,3782,23,1227,2717,2373,1773,756,5,584,1515,1420,1093,470,18,643,1202,953,680,286
2022,4,A,골목상권,2110827,NH농협은행 상도동지점,1462,630,832,2,132,273,365,370,320,1,43,127,154,151,154,1,89,146,211,219,166
2022,4,A,골목상권,2110826,장승배기역 4번,2029,905,1124,3,266,455,516,421,368,1,108,218,207,182,189,2,158,237,309,239,179
2022,4,A,골목상권,2110825,신대방삼거리역 1번,2536,1465,1071,4,276,526,686,635,409,2,138,298,391,351,285,2,138,228,295,284,124
2022,4,A,골목상권,2110824,대방역 3번,3761,1903,1858,11,679,1005,971,680,415,4,247,541,503,341,267,7,432,464,468,339,148
2022,4,A,골목상권,2110823,신대방삼거리역 3번,19702,12375,7327,54,3771,3849,3316,4703,4009,29,2894,3042,2093,2221,2096,25,877,807,1223,2482,1913
2022,4,A,골목상권,2110822,신대방삼거리역 4번(대림초등학교),21761,14425,7336,49,4293,4465,3481,5406,4067,25,3222,3610,2369,3027,2172,24,1071,855,1112,2379,1895
2022,4,A,골목상권,2110821,보라매역 2번,20232,12822,7410,53,3814,3970,3335,4772,4288,28,2871,3169,2141,2333,2280,25,943,801,1194,2439,2008
2022,4,A,골목상권,2110820,성남고등학교,5261,3799,1462,6,897,1096,1024,1672,566,4,555,782,724,1306,428,2,342,314,300,366,138
2022,4,A,골목상권,2110819,신대방역 4번,8413,4800,3613,22,1758,2323,2095,1432,783,15,703,1397,1279,875,531,7,1055,926,816,557,252
2022,4,A,골목상권,2110818,신대방역 3번,3077,1741,1336,5,647,827,709,528,361,3,245,488,428,333,244,2,402,339,281,195,117
2022,4,A,골목상권,2110817,대방역 4번,4185,2172,2013,10,770,1046,1050,736,573,4,304,573,566,365,360,6,466,473,484,371,213
2022,4,A,골목상권,2110816,대방역 6번,3962,2050,1912,10,759,1006,1000,663,524,4,298,549,535,333,331,6,461,457,465,330,193
2022,4,A,골목상권,2110815,공군호텔,4714,2349,2365,7,784,1077,1138,980,728,1,277,561,601,456,453,6,507,516,537,524,275
2022,4,A,골목상권,2110814,서울지방병무청,7603,4784,2819,9,1346,1680,1544,2153,871,3,693,1084,953,1469,582,6,653,596,591,684,289
2022,4,A,골목상권,2110813,보라매역 6번,6876,4830,2046,11,1220,1596,1384,1792,873,6,699,1147,989,1373,616,5,521,449,395,419,257
2022,4,A,골목상권,2110812,신길6동주민센터,4624,2863,1761,10,727,1148,1135,989,615,4,315,738,735,653,418,6,412,410,400,336,197
2022,4,A,골목상권,2110811,보라매역 4번,2766,1733,1033,6,446,755,710,512,337,4,184,499,472,333,241,2,262,256,238,179,96
2022,4,A,골목상권,2110810,영신초등학교,3517,1894,1623,3,458,736,791,799,730,0,206,397,450,391,450,3,252,339,341,408,280
2022,4,A,골목상권,2110809,장훈고등학교,1606,910,696,1,204,371,337,337,356,0,98,181,189,193,249,1,106,190,148,144,107
2022,4,A,골목상권,2110808,신길역 1번,1592,740,852,5,182,313,417,413,262,2,80,156,192,166,144,3,102,157,225,247,118
2022,4,A,골목상권,2110807,신길역 3번,1638,807,831,11,174,333,401,411,308,8,82,179,196,176,166,3,92,154,205,235,142
2022,4,A,골목상권,2110806,서울시립영등포장애인복지관,2387,1673,714,16,364,520,569,547,371,8,193,343,417,410,302,8,171,177,152,137,69
2022,4,A,골목상권,2110805,신길새마을금고신길4동지점,1216,700,516,1,199,271,315,295,135,0,101,161,180,161,97,1,98,110,135,134,38
2022,4,A,골목상권,2110804,신풍역 1번,2372,1166,1206,3,272,549,698,504,346,2,123,257,287,245,252,1,149,292,411,259,94
2022,4,A,골목상권,2110803,신길2동우편취급국,2509,1438,1071,6,234,521,553,547,648,3,108,251,286,304,486,3,126,270,267,243,162
2022,4,A,골목상권,2110802,신길동홍어거리,1971,1091,880,2,192,411,401,426,539,0,72,183,199,241,396,2,120,228,202,185,143
2022,4,A,골목상권,2110801,신풍역 6번(신길6동공영주차장),301,115,186,1,34,45,73,79,69,0,1,15,27,34,38,1,33,30,46,45,31
2022,4,A,골목상권,2110800,영등포동성당,5362,2916,2446,19,1329,1256,1139,983,636,8,431,652,702,637,486,11,898,604,437,346,150
2022,4,A,골목상권,2110799,영등포본동주민센터,3983,2135,1848,33,649,947,932,981,441,14,258,423,511,605,324,19,391,524,421,376,117
2022,4,A,골목상권,2110798,신풍역 2번,2122,1241,881,11,207,502,639,459,304,7,108,296,321,278,231,4,99,206,318,181,73
2022,4,A,골목상권,2110797,KT대방빌딩,3144,1496,1648,9,820,808,770,523,214,6,240,402,374,312,162,3,580,406,396,211,52
2022,4,A,골목상권,2110796,한림대학교한강성심병원,5632,3268,2364,8,1305,1322,1284,1015,698,0,411,703,861,726,567,8,894,619,423,289,131
2022,4,A,골목상권,2110795,도림초등학교,1828,1023,805,5,184,344,440,434,421,3,71,175,248,241,285,2,113,169,192,193,136
2022,4,A,골목상권,2110794,영동초등학교,8718,5133,3585,8,1743,2212,2176,1709,870,4,679,1371,1441,1029,609,4,1064,841,735,680,261
2022,4,A,골목상권,2110793,대림썬프라자,2818,1319,1499,8,768,694,688,474,186,5,217,345,325,283,144,3,551,349,363,191,42
2022,4,A,골목상권,2110792,영등포역 2번,5923,3190,2733,47,860,1497,1434,1376,709,16,347,682,787,863,495,31,513,815,647,513,214
2022,4,A,골목상권,2110791,신풍역 3번,1383,586,797,2,125,278,433,323,222,1,61,103,121,135,165,1,64,175,312,188,57
2022,4,A,골목상권,2110790,대림1동주민센터,2429,1435,994,10,228,503,715,574,399,6,126,305,368,341,289,4,102,198,347,233,110
2022,4,A,골목상권,2110789,대림성모병원,4450,2148,2302,2,1231,1263,925,658,371,2,390,671,514,343,228,0,841,592,411,315,143
2022,4,A,골목상권,2110788,영등포시장역 3번,1667,1051,616,4,180,309,409,385,380,2,99,204,272,245,229,2,81,105,137,140,151
2022,4,A,골목상권,2110787,신길3동주민센터,1222,699,523,4,115,241,343,317,202,4,48,124,193,184,146,0,67,117,150,133,56
2022,4,A,골목상권,2110786,당산역 8번,7825,5499,2326,20,1077,1908,2064,1786,970,6,520,1259,1536,1421,757,14,557,649,528,365,213
2022,4,A,골목상권,2110785,영등포푸르지오아파트,2451,1619,832,9,260,554,675,578,375,6,121,360,452,397,283,3,139,194,223,181,92
2022,4,A,골목상권,2110784,신대림초등학교,1107,505,602,0,169,239,283,265,151,0,37,90,140,139,99,0,132,149,143,126,52
2022,4,A,골목상권,2110783,영등포시장역 1번,4972,3155,1817,7,670,1173,1173,1290,659,4,428,837,769,737,380,3,242,336,404,553,279
2022,4,A,골목상권,2110782,영등포시장역 4번,2465,1324,1141,11,360,533,568,540,453,3,132,283,346,306,254,8,228,250,222,234,199
2022,4,A,골목상권,2110781,대림한신아파트,2334,1304,1030,3,330,410,531,592,468,0,115,225,289,336,339,3,215,185,242,256,129
2022,4,A,골목상권,2110780,신길대성유니드아파트,1455,969,486,1,140,290,376,383,265,1,90,176,235,250,217,0,50,114,141,133,48
2022,4,A,골목상권,2110779,대림갑을명가아파트,1069,666,403,1,100,175,270,315,208,0,50,111,168,188,149,1,50,64,102,127,59
2022,4,A,골목상권,2110778,구로디지털단지역 4번,17970,10395,7575,62,3849,6187,4533,2071,1268,25,1650,3691,2861,1304,864,37,2199,2496,1672,767,404
